query_id,question_group,model_key,model_id,arm,representation,retrieved_chunk_ids,context_hash,context_tokens,prompt_hash,provider_requested,provider_actual,raw_answer,normalized_answer,is_correct,finish_reason,empty_output,cut,input_tokens,output_tokens,latency_ms,retry_count,estimated_cost
Q432,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1095;T1500-1301;T1500-1122;T1500-1092;T1500-1299,2456e704bf360a0554040ed2fde6c5d5246ec04ca9768a1b537da9aa4670ecf3,10956,bdc6a8023b22a3f7774a7778c66a69c2c3406399daf0a05ca5c498cae1bfe2ef,deepinfra,DeepInfra,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,8559,5,2361.165941983927,0,0.0004287
Q433,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1570;T1500-1568;T1500-1623;T1500-1364;T1500-1613,d84277ee9b64d6e3447a3be1969d66bd452ddf635363477e8868c3ed182b207e,10785,a3e5f8ded64efd1eb824f0f89df3a0d4dabcdf9f071cdef509aa99c76ef40895,deepinfra,DeepInfra,452.778,452.778,1,stop,0,0,9301,8,1940.219451993471,0,0.00046625
Q434,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0330;T1500-0329;T1500-0332;T1500-0331;T1500-0328,69f8490c74de7741b78d6bb36fb1c5f283f3c7515332c197765e704411709e5a,8080,4df67147b1c1f0ec2684f1f7b947050969a5f01ec58e0dc9880afc15f6917d21,deepinfra,DeepInfra,Nhà sản xuất,Nhà sản xuất,0,stop,0,0,6027,5,5123.375666997163,0,0.0003021
Q435,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1367;T1500-1370;T1500-1345;T1500-1383;T1500-1371,1b5df8a7ad475a96af8642881a6b4779887f5d44fe646d82c75fc793e0d85c29,10684,94d58958e07eaf4fd032d71c8d3be40f4b71c583a885cb7f5c470b5f69b7a205,deepinfra,DeepInfra,87.963,87.963,1,stop,0,0,9220,7,1721.8395450036041,0,0.00046205
Q436,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1646;T1500-1647;T1500-1622;T1500-1538;T1500-1643,211bbce4efef269dc9174f81467711dee28508f2295f353e2f9d15822d72297e,12727,1a9df5b84606d7fb07cae934141c14eaf240bcae88a0b28a7ecab7d7c55fe841,deepinfra,DeepInfra,QCVN 16:2023/BXD,QCVN 16:2023/BXD,1,stop,0,0,11038,15,2014.3672810227145,0,0.00055415
Q437,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0840;T1500-0841;T1500-0836;T1500-0842;T1500-0838,a7645b06821fd47dd47a454c776b08c5b9fc33149be1641b8ac4a204c95e00a8,8052,5076cc75baae6fcdf7b159899fa9aa95833ff23bbe305766750eeaccb457ffda,deepinfra,DeepInfra,Nối bích tiêu chuẩn BS/JIS10K,Nối bích tiêu chuẩn BS/JIS10K,1,stop,0,0,6343,14,1857.4488529993687,0,0.00031925
Q438,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1366;T1500-1637;T1500-0020;T1500-1348;T1500-1355,02effc891476b8c0d094fd3e9806203419185a37410e39f0ca59a88553f082b8,10834,0b0ca4105d5d384b8551e42ac7fbd97b51f7110dcacb5442cdb39723b0b73a13,deepinfra,DeepInfra,272.727,272.727,1,stop,0,0,9519,8,1647.2991679911502,0,0.00047715
Q439,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0310;T1500-1339;T1500-1335;T1500-1730;T1500-1327,de7f6d28990e3ca45021e3c3498d7251895fec98dae656b3f0275dc6857e432f,13259,64b0dd314469dffe4a2a7d349f988c453b6484d752b51f90fc6bdfa977e18279,deepinfra,DeepInfra,11.820.060,11.820.060,1,stop,0,0,11125,11,1845.9851020015776,0,0.0005579
Q440,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1208;T1500-0703;T1500-0705;T1500-2102;T1500-0701,7f1500d99942722ed281264347980d9c21eb9ae7528f6fe234a17bdc98a32ac9,2772,8ccbebfd99b8fa0309600d74c41764d7b21dac2df07cea15fe9b82852ea1c608,deepinfra,DeepInfra,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,2407,5,973.6960679874755,0,0.0001211
Q441,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0859;T1500-0857;T1500-0856;T1500-0844;T1500-0846,e4e458e18d7655d4e92bb905280e38647018d8c841f91e432abd85418bf12c20,6462,7f84876fa7f378e9d16338b9a26c063ae668e8255104c3070692b2bae03e1c38,deepinfra,DeepInfra,20.472.000,20.472.000,0,stop,0,0,4945,11,1384.044887003256,0,0.0002489
Q442,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0944;T1500-0945;T1500-0946;T1500-0943;T1500-1964,257a66c9a66c154f67d6e64794ac287afc6a89b66a02461f000051a6d4633446,6298,e04e29b9ab5e96d2ed21529abd99f704d95d528081aa6d448f1873a7ca25fb76,deepinfra,DeepInfra,9.950.000,9.950.000,1,stop,0,0,5590,10,2037.1073459973559,0,0.000281
Q443,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1537;T1500-1625;T1500-1627;T1500-1613;T1500-1629,dba03a353ebea8a2d182259d812f7f1a228138e4333f18013161d0ef6d70f784,13680,40f99fba886a851b755e5d224bea55affccc64941d312a8f9702ddd2b7d424b1,deepinfra,DeepInfra,1.695.000,1.695.000,0,stop,0,0,11613,10,2031.1640079889912,0,0.00058215
Q444,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0020;T1500-2088;T1500-2091;T1500-2089;T1500-1366,e113d88997f36c96d70fa3b83757c44b7e55aa7d67b782139021c1cbbf293c00,4930,107ab2e348c0ef0afd623c774d92f7919e821bffd0e273f4844d16da1980a970,deepinfra,DeepInfra,TCVN7899- 1:2008/ISO13007 - 1:2004,TCVN7899- 1:2008/ISO13007 - 1:2004,1,stop,0,0,4336,30,2489.0518200118095,0,0.0002213
Q445,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1814;T1500-1813;T1500-1842;T1500-1841;T1500-1939,d5a5dd5e8020ac78dfbd3c6b30a9ebf51752bb98cfb189ac73e2c047959dd25a,12176,cbf76fb2cc280976142f14df0133e3c691139ca2918d18fe0d7794b0cc44ed11,deepinfra,DeepInfra,692.000,692.000,0,stop,0,0,10055,8,1571.4028850197792,0,0.00050395
Q446,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0322;T1500-0321;T1500-0319;T1500-0323;T1500-0320,6f1675f217e04a1ce61974d22efc8727fc76ba93c6dc6abf670f3c9fb24cd49e,9142,7ff1bcfd8c400c846f898ad59c9969b6ab939a0df65f7f0efdad6e261db396ea,deepinfra,DeepInfra,65.600,65.600,1,stop,0,0,6900,7,1164.4186949997675,0,0.00034605
Q447,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0990;T1500-0991;T1500-0996;T1500-0997;T1500-0995,cf2543c93d621ff58639a087b9a5f126e8d103a0a316f86143b965efa174b1c2,6404,504a4dd9279c118b681ebfa9def56c64cc63215ef1f1435e40615b1d4ff5cc6d,deepinfra,DeepInfra,11.736.000,11.736.000,1,stop,0,0,5706,11,2036.959429999115,0,0.00028695
Q448,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0332;T1500-0331;T1500-0330;T1500-0329;T1500-0328,d256b8a68df4baf0f5bf10d1c2345f7f4b7c5c59b245fbb81a2b2f2b1a17036b,8080,c63a5165568d0fa865f187988941aa3d8914b94da01b09bf7b2ac08b9807fb9b,deepinfra,DeepInfra,Nhà sản xuất,Nhà sản xuất,0,stop,0,0,6029,5,1147.0450820052065,0,0.0003022
Q449,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1839;T1500-1841;T1500-1938;T1500-1941;T1500-1815,00cfc255cc326c6f3bc47dfebfdef585bd3ded85d519198683a9c6f779b4db1c,10205,ba9fd53fde3cb7b6eb8a3c6933307af3af95c0e78bb7fdaa33e02e5c043b5f72,deepinfra,DeepInfra,125.000,125.000,1,stop,0,0,8437,8,2159.6476480190177,0,0.00042305
Q450,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0297;T1500-0298;T1500-2050;T1500-1713;T1500-2064,e74a361af536000538b443ce8e05e991c46b665dc2709e95283dd366ebcb1bbf,11753,7365ad4f40ff600fe3050c3557a9ae831bbe3eedad22c172741b02fa8d0f264e,deepinfra,DeepInfra,910.000,910.000,1,stop,0,0,8822,8,2353.28312398633,0,0.0004423
Q451,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1848;T1500-1927;T1500-1809;T1500-1832;T1500-1933,0386ea9c7ae22e9b913442490320eaef43b96680ecbbd9c9f43df88464fdf50f,14252,6bb93515689abc09859fb709925a5feb599ec461e636cd3fee255fc2ed938eef,deepinfra,DeepInfra,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,12008,5,1684.7232860163786,0,0.00060115
Q452,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1534;T1500-1537;T1500-1626;T1500-1634;T1500-1633,4ba095bc20c589b270d5e8ef310f5de15223aca32eebc7deffd1b86556908957,13651,97225a5324b96e15e5d49f008f8d0b0674fad8886195969eed5dab315304b947,deepinfra,DeepInfra,420.000,420.000,1,stop,0,0,11708,8,1841.6120260080788,0,0.0005866
Q453,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0353;T1500-0355;T1500-0354;T1500-0324;T1500-0352,5fbb0a5069c156a83fa6544568521ea8e56472e0ed79c0f119a46bff2478379d,9717,97e0ad7712c5efe377cb4c5e5279417cd3d7bad58207a6f70acbe5cb79417760,deepinfra,DeepInfra,cái,cái,1,stop,0,0,7277,3,1926.2342110159807,0,0.0003643
Q454,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1920;T1500-1947;T1500-1995;T1500-1975;T1500-1976,6f7c83a3b13ae148fd03ce56a5d5b5da053669e000b4e3b845d8e9a7b8717c16,8755,76af18d765a1da79e3f422b7e3e6e23c8679f4d1be2d509255eeb413e783cf8f,deepinfra,DeepInfra,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,8211,5,1901.656086993171,0,0.0004113
Q455,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1623;T1500-1618;T1500-1625;T1500-0188;T1500-1534,bc685db0adf89c4acecdfdd12f02757d931103149c6bab9034cd1d322006267f,11821,297f5ef6dd71a1bc3f5e3d8fe15b65af0915f98eb5405436016d2a127932b3ab,deepinfra,DeepInfra,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,9813,5,1952.556399977766,0,0.0004914
Q456,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1534;T1500-1623;T1500-0097;T1500-0128;T1500-1625,6688493a20ce2de55ff31cea0d7d020e998fa6c6b4b19ffd5fabf40718ec87fe,10472,89be52c7d1bb9a6d8eaf2dc2d68b0f8e2ff432bb1eddc2c22032b98c81410070,deepinfra,DeepInfra,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,8686,5,973.009039007593,0,0.00043505
Q457,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0531;T1500-0437;T1500-0879;T1500-0532;T1500-0438,e6386082c84b1a72b40d621892de5a02a75512269fd7736c566ee119f356eff1,10971,ae34f362af3d45de3868ec1e5dc2e0b10339fde3422f762f6cf66fb19ba49b38,deepinfra,DeepInfra,196.200,196.200,0,stop,0,0,8413,8,1284.4796259887516,0,0.00042185
Q458,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1594;T1500-1623;T1500-1595;T1500-1591;T1500-1605,f1b66f993360db40441ada0abb108c20cda08e4cd57207278d65da8a446289ab,12730,28a2b70cc75aa564b28e4df414f29e667f5d24590cfcaac012b375497aa625c5,deepinfra,DeepInfra,2.534.000,2.534.000,1,stop,0,0,10823,10,5935.0953249959275,0,0.00054265
Q459,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1851;T1500-1045;T1500-1047;T1500-1046;T1500-1852,078173f6a6be9da916dcc24fc516c69457a608ac1516af71229776132c390071,7648,00a28c5fc619aa9386b563e13c25c73310ea69d7105fee0558d23d08cfa19421,deepinfra,DeepInfra,TCVN 6434-1: 2018 IEC 60898-1: 2015,TCVN 6434-1: 2018 IEC 60898-1: 2015,1,stop,0,0,6519,31,2336.9551209907513,0,0.0003306
Q460,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0297;T1500-0298;T1500-2064;T1500-2061;T1500-2050,6b8821bd0ebcba9da4a0ffdc622bec328c11637ca24f54ee1696eaa040b6fedc,11993,b50a614214381a8651eebb1cf1d366bbedfdc13b3ea7a96408d3a8e74c04ad8f,deepinfra,DeepInfra,TCVN 4314:2022,TCVN 4314:2022,1,stop,0,0,8527,13,1729.5256520155817,0,0.0004283
Q461,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1667;T1500-1669;T1500-1673;T1500-1689;T1500-1693,f077aae9f8a03bda3a20d61ad8b05b2a68367d3eb2bacda09aafb13437dd7970,14791,0bc9fe8f94baa3c7d707d18b8ad0f1a605ce5b628c105aa3e7bd52f1d1c555ac,deepinfra,DeepInfra,365.000,365.000,1,stop,0,0,12545,8,1373.2292689965107,0,0.00062845
Q462,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1367;T1500-1353;T1500-1348;T1500-1366;T1500-1369,22959c6018900e3709167f55d35a105e081b7f66c5d38b0c247b766af1cb44d7,11994,e7cf3d05996fe2224823c2113d32269a07bd89c163fbe011cf6d694010f72999,deepinfra,DeepInfra,TCVN 7744:2013,TCVN 7744:2013,1,stop,0,0,10477,13,1716.663573984988,0,0.0005258
Q463,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0149;T1500-0148;T1500-0330;T1500-0329;T1500-0332,54e6d66327d698fda224b2f8ef513939c1b43de64bf98626bc48bc4b8db7e9a4,8054,5caf8e6a80f876cfd9abe65de18e8552decf5251cd9f48ab64eb20165dbc23b8,deepinfra,DeepInfra,"SIAm SANITARY WARE INDUSTRY CO., LTD","SIAm SANITARY WARE INDUSTRY CO., LTD",0,stop,0,0,6180,12,1821.484688000055,0,0.0003108
Q464,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1557;T1500-1555;T1500-1560;T1500-1550;T1500-1534,1dc3c5eb789dc543582a25bbaf36b8f7502640d9cbea0b1bb6c001b7423b5b27,11462,fbe7aebe72f6137926dcc094a1fb72312fcda538237f9959654d2ac567d38aa9,deepinfra,DeepInfra,QCVN 16: 2023/ BXD; QCVN 08: 2020/ BCT,QCVN 16: 2023/ BXD; QCVN 08: 2020/ BCT,1,stop,0,0,10109,32,2383.2628990057856,0,0.00051025
Q465,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0341;T1500-0346;T1500-0337;T1500-0331;T1500-0375,78064d3fbadec7db2c3d815e95c27815942dc6252d60088ea0e9fe28cd253553,10212,2b8849e172e6bfc70a2f81e8ccda962e9c017729076f1d0e62f4f414e8af3c47,deepinfra,DeepInfra,8.342.700,8.342.700,1,stop,0,0,7920,10,1680.6878700153902,0,0.0003975
Q466,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1560;T1500-1558;T1500-1550;T1500-1583;T1500-1561,668eade0a463e09affa7cacf6e3e7f3751921519a22d89c742c143a59ac43071,12569,e3050fca637f90f7ee320300ade9cfa34c21ca2bfad312b2158efb02663164e6,deepinfra,DeepInfra,1.473.148,1.473.148,0,stop,0,0,11059,10,1776.074518013047,0,0.00055445
Q467,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0451;T1500-0545;T1500-0547;T1500-0546;T1500-0452,b02f74e14e2671d5109956de634059f9d5baa181ed8169855590354a4d081557,8798,3e3d09440942754675021bf635f4fce9fbcd61ec199a6d6a495c44872b5c3482,deepinfra,DeepInfra,32.500,32.500,1,stop,0,0,6562,7,1106.1194429930765,0,0.00032915
Q468,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1233;T1500-1234;T1500-1231;T1500-1228;T1500-1230,b02882fdff100a2f353eaf4070dde540bd44f5597ec6d0a54c463e1760740b0b,11628,17c7f442f486056009d9800792d61c4ff6de1bc5225bc2da947bec0d583a8bd5,deepinfra,DeepInfra,9.100.000,9.100.000,0,stop,0,0,9328,10,1219.6906419994775,0,0.0004679
Q469,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1102;T1500-1101;T1500-1978;T1500-1980;T1500-1100,fe3e7978057c82cc1fbb8f00e638118d10dd2d175fd08e81fa9aef70191dfb72,8594,a21d069b6e3526e0b5d748688f4fc865f94422e5249ca2131f2837d40fda86d4,deepinfra,DeepInfra,1:2017 TCVN (IEC 7722-2-3:2019 60598-1 :2014) (IEC và,1:2017 TCVN (IEC 7722-2-3:2019 60598-1 :2014) (IEC và,1,stop,0,0,7935,43,2052.9474329960067,0,0.0004032
Q470,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1075;T1500-1074;T1500-1833;T1500-1077;T1500-1078,afcb6558c2457ee6669e078dc38b73986f90a0f653856338864533e2cc897ad9,10469,bdbf536cedd1d39241f66158144c8d07fe78fce4d09190541e76df1c11fafd49,deepinfra,DeepInfra,THINHVUONG FLEX,THINHVUONG FLEX,0,stop,0,0,8364,7,1669.6735169971362,0,0.00041925
Q471,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1985;T1500-1982;T1500-1983;T1500-1805;T1500-1920,9133dca7140a99bb2ea7894c8f3be325eb5590eb55f6eb45562e1e7bf54e9dbf,9933,f0b8b05f23ade4dd41235b6717188f700fe17de163308cb758155cff0f0e957c,deepinfra,DeepInfra,8.925.000,8.925.000,1,stop,0,0,8904,10,2222.851340979105,0,0.0004467
Q472,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1842;T1500-1813;T1500-1814;T1500-1844;T1500-1841,1703959227b4502140d911239707cb4951ea23c6c2a0fe338dd980e3b3519364,13725,1dd2c0ac0d3ed5f249f678ea4dda4937fa4fddb8f08de797f99c57c403a0aac5,deepinfra,DeepInfra,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,11370,5,1540.9359589975793,0,0.00056925
Q473,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1833;T1500-1835;T1500-1832;T1500-1261;T1500-2023,6c015bd19ebed2bb086f25e9688a84d29afc0b69285641c3ae2c381a25f5531c,13118,6378e4f38778b58a9c2d7b92107829862f840120c75dfbe0aec70167a566a8cb,deepinfra,DeepInfra,22.700,22.700,1,stop,0,0,11137,7,2319.6437940059695,0,0.0005579
Q474,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1805;T1500-1806;T1500-1939;T1500-1815;T1500-1814,ba6908291f336731eebba5c19572bc26e043fd77d2d79552128cac25c0900c87,10351,8c3894ea8035d70135bdcfa79888f965d8ca1548321d305b6da1d21fcd56c022,deepinfra,DeepInfra,836.000,836.000,1,stop,0,0,8761,8,3650.0606199842878,0,0.00043925
Q475,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1128;T1500-1129;T1500-1126;T1500-1125;T1500-1131,bce4d4206b88c046e3661cd2dad5db5bc58b05c3151f063bbb374d3fcafff90d,10393,9f5a4eff09691eea429f2c494aff8705260b1e78ed735e5b8cef73ef28c982a9,deepinfra,DeepInfra,m,m,1,stop,0,0,8529,2,2054.02948698611,0,0.00042675
Q476,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1614;T1500-1613;T1500-1622;T1500-1534;T1500-1637,80f27c1731d29ef9d9bcb6584c3cec2fb3d7205151d0f6184182c8d6d28f711c,13937,7f948762d934ffba710300dc83e77f476fa079f01cf9fdd55f0d23254774f876,deepinfra,DeepInfra,416.667,416.667,1,stop,0,0,11982,8,1429.2506810161285,0,0.0006003
Q477,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1530;T1500-0097;T1500-1583;T1500-0128;T1500-0067,a00393d33589faaae06fee28dda5e2e24cfd479fb1b10d8f462f087f77edaee6,12106,85f2e3b315fad7e477fccd27350b2717e23268101a2bba4090c62ea02ccdec7b,deepinfra,DeepInfra,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,9911,5,2213.903966010548,0,0.0004963
Q478,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1608;T1500-1607;T1500-1591;T1500-1590;T1500-1623,7813fd101e9489dfdd90800b316f174fad6e0330ae0f62c811439cbf54333c3a,12258,25e2423095189c47d3000b537a98ff85487a6cab357fcac952062c51971739c8,deepinfra,DeepInfra,Tại chân công trình.,Tại chân công trình.,1,stop,0,0,10295,6,2039.6263049915433,0,0.00051565
Q479,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0026;T1500-0025;T1500-0029;T1500-0027;T1500-1534,91d929a17f99f224511ab6e19b8adbeefa31e0b5c0e99973b55e7d68bef72d83,10451,5af052ae6c5a075e6415b5b4d5a78efdbe079dc97470099b304a76e1e3873f30,deepinfra,DeepInfra,kg,kg,1,stop,0,0,8291,2,1471.880367025733,0,0.00041485
Q480,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0346;T1500-0348;T1500-0873;T1500-0374;T1500-0341,cd93a85d1864fe89aa77e400d13fe8ad90605ae05bcc06d291f8450280c92393,11591,2a960f09bc3576e6c9c985352bd7a5be2b18c6b2af74460e1f5fd330ddead904,deepinfra,DeepInfra,8.943.800,8.943.800,1,stop,0,0,8831,10,1707.5587179861031,0,0.00044305
Q481,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1226;T1500-1225;T1500-1224;T1500-1227;T1500-1110,ae5ebf5edb96cf80f2573d86ab509a9c309c53f7b5dc51b20f272cbf041a426b,9805,5e1ca6c2eb7590baabb44dc0e73ed7175c06dd1dbd87288c67a1386ba5eb8652,deepinfra,DeepInfra,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,7854,5,1468.0668299843092,0,0.00039345
Q482,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1621;T1500-0062;T1500-0110;T1500-0070;T1500-0074,c34fbafd1db058f2ec5641a0250b7727da7b5bada744a3086e072b141e9fc1e5,8425,e0b8def9bdacff87d1e96bcaa6bbef5cd079f05ee206f5fdd45dff5ca25e3b19,deepinfra,DeepInfra,QCVN 08:2020/BCT,QCVN 08:2020/BCT,1,stop,0,0,6775,15,2733.842618006747,0,0.000341
Q483,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1836;T1500-1835;T1500-1838;T1500-1755;T1500-0616,4f16a8891ef1a3012f3f4a4c5a3978be0b138714ed8782befc354ee3a12a8e6c,13241,d3f32eb9240c4ec6086fb278da319442257d220e98ec82055b5b6178f9b57c97,deepinfra,DeepInfra,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,11165,5,1830.3777920082211,0,0.000559
Q484,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1614;T1500-1749;T1500-0301;T1500-0089;T1500-0299,d2a797c335fccd52459309428a764a87783cfd3e3f96290c77ba109aca9680f0,9275,0d07bc43af0518fcbeb5b7fac43e547dae53ecdef846f5b2b975ae719cb6e678,deepinfra,DeepInfra,TCVN9202:2012 TCVN4314:2022 TCVN7239:2014 TCVN4314:2022,TCVN9202:2012 TCVN4314:2022 TCVN7239:2014 TCVN4314:2022,1,stop,0,0,7785,48,2302.1893220138736,0,0.00039645
Q485,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1964;T1500-1967;T1500-1965;T1500-1805;T1500-1976,fcc94ea360a7ef24d3b6ceda5907a682dd152e8fc839284530b32c59ee19c7d7,9795,1ba86aab0fda30dac0f6bf33f0424dfe6578382f04f8df9b90aadf74fecfbaed,deepinfra,DeepInfra,8.407.000,8.407.000,0,stop,0,0,8678,10,1533.2813010027166,0,0.0004354
Q486,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1952;T1500-1951;T1500-1954;T1500-1025;T1500-1949,5c99bd835df180e5b211e261bdb256a4936fb7267a4ab7d541204aa52cff2a23,7989,a49d52154f870a7abf7ea4ac638495521227f3ab61bc1b78370747919cae0e8f,deepinfra,DeepInfra,không có giá trị,không có giá trị,0,stop,0,0,6597,5,1196.161978004966,0,0.0003306
Q487,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0159;T1500-0158;T1500-0400;T1500-0394;T1500-1254,c49a1c8ac116fb1f21e701e4c1377d19432d4bc1365f196550e7ab60acd13641,9030,f6d3fc0d32f8c0775cf6a2c7d2b12e9ce264c5a10dc27d4c96db377862025892,deepinfra,DeepInfra,không có giá trị,không có giá trị,0,stop,0,0,6925,5,2356.0475260019302,0,0.000347
Q488,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1601;T1500-1602;T1500-1599;T1500-1598;T1500-1605,01bf61f40704bc33fcdd5a2c3aabc0c70a9b8162cac41c610fda88162c018d59,10424,24ebb7594b58bdfa677ecf5526f3069e721c9d91fb971b4570e2158709b369e2,deepinfra,DeepInfra,1.622.000,1.622.000,1,stop,0,0,8671,10,1941.5207160054706,0,0.00043505
Q489,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1729;T1500-1730;T1500-1366;T1500-1723;T1500-1722,ef14d5420046bebba927a076c222291b748ac8fda075e7a26329939b1f3212df,13081,70111f981d93212751adc41f559974b392e0df8c9b6be56e361a9d2f088b0f2a,deepinfra,DeepInfra,1.986.000,1.986.000,1,stop,0,0,11113,10,1723.6408210010268,0,0.00055715
Q490,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1534;T1500-1605;T1500-1538;T1500-1537;T1500-1634,fc79ec6913d55966918fe6e1a2ad806e0c29bca46ea59461adcffe54825c676d,13371,563aa52f7fed80aa382da94bddea73be4562c3d3d5b7f15726f323410733f016,deepinfra,DeepInfra,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,11487,5,1972.9218969878275,0,0.0005751
Q491,price,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-1604;T1500-1534;T1500-1602;T1500-1537;T1500-1605,6f3cecebdc19c8e67a94b3c7e69c6e2e143f24ac50ecfe21b1064f1ad6e175d1,13250,673513707df09decc53cb30881cb96c11d55ca456125d7107efd6203cc99db7d,deepinfra,DeepInfra,3.776.000,3.776.000,1,stop,0,0,11179,10,2023.041317006573,0,0.00056045
Q492,attribute,gemma12b,google/gemma-3-12b-it,T1500_VERB,VERB,T1500-0437;T1500-0531;T1500-0532;T1500-0436;T1500-0876,bb5dd3e28d01d9dff5956e5820d6b5e53765e7dd863e1fe1cd37a4f60aad6b0c,10235,62c1f48bc1d66dc98c0a136016a8fec416d2f73c871a04ca9274b6fe0d120f23,deepinfra,DeepInfra,m,m,1,stop,0,0,7858,2,1128.3179479942191,0,0.0003932
